Domain,Career,College Name,Tuition Fee (INR),Speciality,Admission Process,State
Acting,Actor,Apex Institute of Acting (Uttar Pradesh),"5,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Actor,Pioneer College of Professional Studies (Uttar Pradesh),"3,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Actor,St. Xavier College of Acting (Uttar Pradesh),"2,90,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Actor,Royal Academy of Acting (Uttar Pradesh),"6,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Actor,Government Institute of Acting (Gujarat Main Campus),"1,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,State University of Acting & Research (Gujarat),"1,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,National Institute of Technology & Acting (Gujarat),"4,50,000",Diploma / Degree in Screen & Theatre Acting,JEE Main / JEE Advanced + JoSAA Counselling,Gujarat
Acting,Actor,Central College of Acting Studies (Gujarat),"2,10,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,City School of Acting (Gujarat),"3,50,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,Metropolitan Academy of Acting (Gujarat),"4,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,Apex Institute of Acting (Gujarat),"5,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,Pioneer College of Professional Studies (Gujarat),"3,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,St. Xavier College of Acting (Gujarat),"2,90,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,Royal Academy of Acting (Gujarat),"6,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Gujarat
Acting,Actor,Government Institute of Acting (Punjab Main Campus),"1,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,State University of Acting & Research (Punjab),"1,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,National Institute of Technology & Acting (Punjab),"4,50,000",Diploma / Degree in Screen & Theatre Acting,JEE Main / JEE Advanced + JoSAA Counselling,Punjab
Acting,Actor,Central College of Acting Studies (Punjab),"2,10,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,City School of Acting (Punjab),"3,50,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,Metropolitan Academy of Acting (Punjab),"4,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,Apex Institute of Acting (Punjab),"5,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,Pioneer College of Professional Studies (Punjab),"3,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,St. Xavier College of Acting (Punjab),"2,90,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,Royal Academy of Acting (Punjab),"6,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Punjab
Acting,Actor,Government Institute of Acting (Kerala Main Campus),"1,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,State University of Acting & Research (Kerala),"1,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,National Institute of Technology & Acting (Kerala),"4,50,000",Diploma / Degree in Screen & Theatre Acting,JEE Main / JEE Advanced + JoSAA Counselling,Kerala
Acting,Actor,Central College of Acting Studies (Kerala),"2,10,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,City School of Acting (Kerala),"3,50,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,Metropolitan Academy of Acting (Kerala),"4,20,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,Apex Institute of Acting (Kerala),"5,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,Pioneer College of Professional Studies (Kerala),"3,80,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,St. Xavier College of Acting (Kerala),"2,90,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Actor,Royal Academy of Acting (Kerala),"6,00,000",Diploma / Degree in Screen & Theatre Acting,University Entrance Exam / Merit-based Admission,Kerala
Acting,Theatre Artist,FTII Pune,"1,80,000",Diploma Screen Acting,JET (Joint Entrance Test),Maharashtra
Acting,Theatre Artist,Whistling Woods International Mumbai,"16,50,000",B.A. Screen Acting / Film,WWI Entrance,Maharashtra
Acting,Theatre Artist,Roshan Taneja School of Acting Mumbai,"2,50,000",Diploma Acting & Drama,Screening & Audition,Maharashtra
Acting,Theatre Artist,Anupam Kher's Actor Prepares Mumbai,"2,80,000",Diploma Professional Acting,Audition,Maharashtra
Acting,Theatre Artist,Kishore Namit Kapoor Acting Institute Mumbai,"2,20,000",Acting & Voice Acting,Direct / Audition,Maharashtra
Acting,Theatre Artist,Academy of Theatre Arts Mumbai University,"85,000",Master of Theatre Arts,Audition & Interview,Maharashtra
Acting,Theatre Artist,ITA School of Performing Arts Mumbai,"1,90,000",TV Actor & Drama Artist,Screening Test,Maharashtra
Acting,Theatre Artist,Balaji Telefilms ICE Academy Mumbai,"2,10,000",Screen Acting & Voice Artist,ICE Screening,Maharashtra
Acting,Theatre Artist,Symbiosis Media & Communication Pune,"14,00,000",B.A. Film & Theatre,SET Entrance,Maharashtra
Acting,Theatre Artist,The ITA Film & Acting Academy Mumbai,"2,40,000",Acting for Camera,Audition,Maharashtra
Acting,Theatre Artist,Government Institute of Acting (Delhi NCR Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,State University of Acting & Research (Delhi NCR),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,National Institute of Technology & Acting (Delhi NCR),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,Delhi NCR
Acting,Theatre Artist,Central College of Acting Studies (Delhi NCR),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,City School of Acting (Delhi NCR),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,Metropolitan Academy of Acting (Delhi NCR),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,Apex Institute of Acting (Delhi NCR),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,Pioneer College of Professional Studies (Delhi NCR),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,St. Xavier College of Acting (Delhi NCR),"2,90,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,Royal Academy of Acting (Delhi NCR),"6,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Delhi NCR
Acting,Theatre Artist,Government Institute of Acting (Karnataka Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,State University of Acting & Research (Karnataka),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,National Institute of Technology & Acting (Karnataka),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,Karnataka
Acting,Theatre Artist,Central College of Acting Studies (Karnataka),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,City School of Acting (Karnataka),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,Metropolitan Academy of Acting (Karnataka),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,Apex Institute of Acting (Karnataka),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,Pioneer College of Professional Studies (Karnataka),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,St. Xavier College of Acting (Karnataka),"2,90,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,Royal Academy of Acting (Karnataka),"6,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Karnataka
Acting,Theatre Artist,Government Institute of Acting (Tamil Nadu Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,State University of Acting & Research (Tamil Nadu),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,National Institute of Technology & Acting (Tamil Nadu),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,Tamil Nadu
Acting,Theatre Artist,Central College of Acting Studies (Tamil Nadu),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,City School of Acting (Tamil Nadu),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,Metropolitan Academy of Acting (Tamil Nadu),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,Apex Institute of Acting (Tamil Nadu),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,Pioneer College of Professional Studies (Tamil Nadu),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,St. Xavier College of Acting (Tamil Nadu),"2,90,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,Royal Academy of Acting (Tamil Nadu),"6,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Tamil Nadu
Acting,Theatre Artist,Government Institute of Acting (Telangana Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,State University of Acting & Research (Telangana),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,National Institute of Technology & Acting (Telangana),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,Telangana
Acting,Theatre Artist,Central College of Acting Studies (Telangana),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,City School of Acting (Telangana),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,Metropolitan Academy of Acting (Telangana),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,Apex Institute of Acting (Telangana),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,Pioneer College of Professional Studies (Telangana),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,St. Xavier College of Acting (Telangana),"2,90,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,Royal Academy of Acting (Telangana),"6,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Telangana
Acting,Theatre Artist,Government Institute of Acting (West Bengal Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,State University of Acting & Research (West Bengal),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,National Institute of Technology & Acting (West Bengal),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,West Bengal
Acting,Theatre Artist,Central College of Acting Studies (West Bengal),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,City School of Acting (West Bengal),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,Metropolitan Academy of Acting (West Bengal),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,Apex Institute of Acting (West Bengal),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,Pioneer College of Professional Studies (West Bengal),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,St. Xavier College of Acting (West Bengal),"2,90,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,Royal Academy of Acting (West Bengal),"6,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,West Bengal
Acting,Theatre Artist,Government Institute of Acting (Uttar Pradesh Main Campus),"1,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,State University of Acting & Research (Uttar Pradesh),"1,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,National Institute of Technology & Acting (Uttar Pradesh),"4,50,000",Bachelor of Theatre Arts (BTA),JEE Main / JEE Advanced + JoSAA Counselling,Uttar Pradesh
Acting,Theatre Artist,Central College of Acting Studies (Uttar Pradesh),"2,10,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,City School of Acting (Uttar Pradesh),"3,50,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,Metropolitan Academy of Acting (Uttar Pradesh),"4,20,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,Apex Institute of Acting (Uttar Pradesh),"5,00,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
Acting,Theatre Artist,Pioneer College of Professional Studies (Uttar Pradesh),"3,80,000",Bachelor of Theatre Arts (BTA),University Entrance Exam / Merit-based Admission,Uttar Pradesh
